timestamp,x,y,z
0,-3.22,-2.35,1.04
10,-4.0,-1.82,0.53
20,-4.51,-1.01,0.08
30,-4.62,-0.5,-0.24
40,-4.21,-0.55,-0.57
50,-3.55,-0.86,-0.74
60,-2.98,-0.92,-0.61
70,-2.71,-0.72,-0.55
80,-2.74,-0.39,-0.52
90,-2.88,0.11,-0.44
100,-3.01,0.71,-0.45
110,-2.99,1.23,-0.48
120,-2.66,1.64,-0.29
130,-2.11,1.76,0.13
140,-1.57,1.74,0.25
150,-1.2,1.9,0.28
160,-0.73,2.3,0.3
170,-0.24,2.64,-0.21
180,0.25,3.12,-1.05
190,0.8,3.45,-1.94
200,1.41,3.59,-2.29
210,2.18,4.3,-1.93
220,3.45,5.41,-1.66
230,4.78,6.08,0.2
240,6.12,5.83,4.23
250,6.82,5.27,8.91
260,8.12,6.72,11.59
270,8.56,3.67,15.28
280,9.37,0.46,20.21
290,9.16,-0.93,25.12
300,7.32,-0.69,28.68
310,3.8,-0.05,30.98
320,4.81,-1.21,27.84
330,6.71,-3.3,27.06
340,11.26,-5.4,27.31
350,15.38,-7.92,30.21
360,17.95,-9.37,32.9
370,18.42,-9.81,32.91
380,17.92,-10.1,32.16
390,16.55,-10.05,29.72
400,14.63,-10.21,24.24
410,13.2,-10.35,19.61
420,11.9,-10.27,16.93
430,10.09,-9.83,15.9
440,8.08,-8.9,16.25
450,6.38,-8.13,16.33
460,4.91,-7.47,18.48
470,4.75,-6.3,21.39
480,6.7,-4.77,25.05
490,10.76,-2.74,28.54
500,15.7,-1.99,30.62
510,20.29,-1.63,32.15
520,24.74,0.92,34.63
530,26.87,5.38,34.99
540,24.45,8.79,30.38
550,20.37,11.82,21.61
560,16.61,13.44,13.62
570,13.27,13.61,9.31
580,10.13,13.06,7.46
590,7.54,12.59,5.73
600,5.24,11.67,3.3
610,2.98,10.87,0.31
620,0.72,10.06,-3.15
630,-0.92,9.32,-6.36
640,-1.64,8.22,-8.45
650,-1.67,6.27,-9.45
660,-1.36,4.57,-9.84
670,-1.06,3.51,-10.13
680,-0.88,2.66,-9.98
690,-0.91,2.08,-9.46
700,-1.0,1.8,-8.59
710,-1.03,1.49,-7.91
720,-1.15,0.94,-7.54
730,-1.11,0.61,-7.15
740,-1.05,-0.0,-6.52
750,-0.92,-0.85,-6.01
760,-0.84,-1.84,-5.42
770,-0.85,-2.71,-4.67
780,-0.96,-3.26,-3.83
790,-1.02,-3.76,-2.52
800,-0.88,-4.48,-1.12
810,-0.7,-5.25,-0.1
820,-0.57,-5.96,0.49
830,-0.44,-6.45,0.94
840,-0.33,-6.88,1.46
850,-0.3,-7.15,2.22
860,-0.13,-7.49,3.36
870,0.34,-7.75,4.9
880,1.05,-7.99,6.66
890,1.86,-8.3,7.89
900,2.47,-8.88,8.1
910,2.85,-9.01,7.79
920,2.78,-9.0,7.17
930,2.59,-9.11,6.41
940,2.54,-8.96,6.15
950,2.63,-8.87,6.27
960,2.91,-8.94,6.47
970,3.43,-8.83,6.77
980,4.07,-8.87,7.02
990,4.52,-9.02,6.83
1000,4.64,-9.11,6.18
