timestamp,x,y,z
0,-1.97,-2.02,-4.56
10,-2.23,-1.69,-4.31
20,-2.56,-1.25,-4.16
30,-2.92,-0.68,-4.14
40,-3.3,-0.21,-4.23
50,-3.52,0.42,-4.37
60,-3.56,1.08,-4.51
70,-3.58,1.72,-4.58
80,-3.68,2.43,-4.36
90,-3.76,3.07,-4.2
100,-3.77,4.04,-3.95
110,-3.95,5.14,-3.66
120,-4.29,5.98,-3.3
130,-4.8,6.43,-2.75
140,-5.19,6.98,-1.7
150,-5.29,7.69,-0.09
160,-4.96,8.36,1.75
170,-4.43,8.54,3.32
180,-3.69,8.66,4.57
190,-2.98,8.78,5.3
200,-2.35,8.76,5.68
210,-1.85,8.41,6.37
220,-1.55,8.12,8.14
230,-1.22,8.12,10.9
240,-0.89,8.55,14.38
250,-0.81,8.97,17.88
260,-0.76,9.96,21.44
270,-0.62,8.2,24.16
280,3.54,11.43,29.44
290,8.61,7.35,36.21
300,19.03,2.32,46.05
310,28.03,-6.0,51.52
320,31.51,-14.38,48.82
330,29.02,-17.73,42.86
340,21.23,-15.06,40.81
350,12.06,-11.1,36.02
360,5.8,-8.55,29.16
370,5.76,-9.0,24.57
380,11.11,-13.11,22.97
390,16.27,-16.94,21.26
400,18.4,-18.05,21.46
410,18.04,-16.3,23.08
420,17.12,-14.38,22.58
430,16.41,-13.26,20.23
440,15.69,-12.9,18.08
450,14.62,-12.72,17.73
460,12.81,-12.57,18.12
470,9.86,-12.31,19.18
480,5.85,-11.76,20.73
490,0.84,-10.93,22.52
500,-3.61,-9.97,24.59
510,-7.23,-7.66,27.85
520,-9.34,-4.27,29.08
530,-9.17,-0.71,27.34
540,-7.55,0.54,23.1
550,-4.95,0.53,18.02
560,-2.06,-0.19,12.48
570,-0.4,-1.38,12.07
580,1.22,-1.97,11.27
590,2.35,-1.53,10.79
600,3.03,-0.73,10.22
610,3.49,0.46,9.08
620,3.96,1.34,7.18
630,4.51,1.5,4.72
640,4.91,1.13,2.22
650,4.76,0.45,0.15
660,4.24,0.5,-0.96
670,3.68,0.81,-0.71
680,2.83,1.3,-0.37
690,1.95,2.16,-0.79
700,1.25,2.56,-2.14
710,0.86,2.34,-3.88
720,0.8,2.08,-4.93
730,1.04,2.09,-4.81
740,1.52,1.81,-4.3
750,2.25,1.49,-3.71
760,3.01,0.77,-3.63
770,3.58,-0.42,-3.87
780,3.94,-1.46,-3.95
790,3.89,-2.05,-3.51
800,3.55,-2.33,-2.71
810,3.04,-2.29,-2.19
820,2.63,-2.1,-2.25
830,2.45,-2.02,-2.81
840,2.38,-2.66,-3.89
850,2.51,-3.46,-4.88
860,2.62,-4.6,-5.95
870,2.99,-5.18,-5.83
880,2.91,-5.8,-5.93
890,2.66,-6.05,-5.55
900,2.3,-5.9,-4.43
910,1.84,-5.96,-3.43
920,1.48,-6.37,-3.25
930,1.23,-7.01,-4.02
940,1.15,-7.59,-4.87
950,1.21,-7.98,-5.06
960,1.38,-8.35,-4.46
970,1.47,-8.75,-3.39
980,1.48,-9.3,-2.3
990,1.54,-9.9,-1.25
1000,1.8,-10.4,-0.23
