timestamp,x,y,z
0,-1.52,-5.57,1.93
10,-1.6,-5.65,1.84
20,-1.74,-5.6,1.64
30,-2.04,-5.42,1.57
40,-2.38,-4.85,1.5
50,-2.68,-3.87,1.35
60,-2.86,-2.74,1.21
70,-2.91,-1.69,0.86
80,-2.75,-0.8,0.31
90,-2.52,-0.14,-0.25
100,-2.45,0.6,-1.06
110,-2.55,1.69,-2.06
120,-2.85,2.73,-3.34
130,-2.62,3.59,-4.83
140,-1.71,4.24,-5.75
150,-0.84,4.3,-5.1
160,-0.1,4.04,-4.97
170,-0.11,4.08,-6.25
180,-0.66,4.74,-7.85
190,-1.2,5.23,-8.49
200,-1.42,6.19,-7.78
210,-1.22,7.64,-6.12
220,-0.98,8.87,-4.76
230,-0.6,10.31,-3.2
240,-0.41,11.17,0.1
250,-1.11,11.81,4.64
260,-1.09,13.16,9.64
270,0.26,16.53,14.78
280,1.98,12.62,19.14
290,2.36,7.89,21.08
300,4.61,7.94,22.61
310,6.75,8.29,30.17
320,2.56,6.74,43.23
330,4.1,3.94,45.46
340,4.21,1.87,45.47
350,5.05,-0.09,46.68
360,7.0,-1.69,47.43
370,8.81,-3.82,46.5
380,10.79,-5.04,45.99
390,12.13,-5.85,45.64
400,12.3,-5.86,44.65
410,11.12,-5.25,42.69
420,9.56,-4.81,39.33
430,8.12,-4.4,35.58
440,6.47,-4.07,31.75
450,4.99,-2.85,28.87
460,3.74,-0.97,26.58
470,3.09,0.59,25.1
480,3.94,2.38,25.75
490,6.39,4.28,29.29
500,9.22,5.73,32.22
510,11.17,6.46,31.72
520,12.46,7.18,28.99
530,12.69,8.04,25.56
540,11.77,9.39,21.67
550,9.65,10.77,17.55
560,6.85,11.58,13.89
570,4.52,12.32,10.68
580,3.22,12.43,8.33
590,3.14,11.93,6.93
600,3.8,11.03,5.96
610,4.4,10.31,4.87
620,4.52,9.97,3.21
630,4.36,9.87,1.27
640,4.12,9.14,-0.6
650,4.2,8.49,-2.54
660,4.16,7.51,-4.33
670,3.98,6.19,-5.43
680,3.67,4.91,-5.99
690,3.11,3.7,-6.6
700,2.48,2.81,-7.29
710,1.83,1.84,-7.8
720,1.1,1.34,-7.89
730,0.56,0.67,-7.63
740,0.12,-0.03,-7.04
750,0.0,-0.46,-6.04
760,0.28,-0.78,-5.01
770,0.54,-1.47,-4.47
780,0.59,-2.57,-4.43
790,0.42,-3.25,-4.15
800,0.21,-3.8,-3.21
810,0.07,-4.17,-1.99
820,0.07,-4.6,-0.76
830,0.03,-5.18,-0.08
840,0.03,-5.34,-0.04
850,0.05,-5.75,-0.31
860,0.11,-6.24,-0.41
870,0.06,-6.65,-0.29
880,0.17,-7.09,0.06
890,0.4,-7.52,0.88
900,0.57,-8.03,1.73
910,0.55,-8.14,2.5
920,0.25,-8.19,3.01
930,-0.28,-8.02,3.23
940,-0.58,-7.85,3.37
950,-0.39,-7.86,3.62
960,0.14,-8.34,3.95
970,0.81,-8.59,4.31
980,1.52,-8.68,4.46
990,2.17,-8.98,4.37
1000,2.68,-9.22,4.26
