timestamp,x,y,z
0,-1.4,12.78,5.57
10,-1.1,12.7,6.96
20,-0.39,13.49,7.58
30,-0.4,13.44,7.51
40,-0.08,16.2,9.45
50,0.39,18.28,12.62
60,1.87,17.45,16.97
70,4.31,17.72,22.9
80,6.81,19.26,27.76
90,8.77,20.05,30.5
100,11.19,19.98,32.13
110,14.96,19.35,35.12
120,20.14,16.56,40.54
130,25.52,12.56,46.88
140,28.82,8.44,48.62
150,28.87,6.3,43.84
160,26.92,5.77,35.41
170,25.5,4.37,27.4
180,25.36,1.87,23.74
190,25.2,0.01,25.53
200,23.75,-0.98,28.54
210,21.49,-0.06,30.69
220,19.08,0.43,30.89
230,16.77,0.34,28.7
240,14.65,-0.33,25.02
250,12.05,-0.63,22.21
260,9.23,0.52,20.7
270,6.35,2.45,20.2
280,4.28,5.04,20.71
290,4.49,7.99,22.02
300,6.55,9.08,23.81
310,9.64,9.51,26.74
320,12.54,10.2,29.61
330,13.77,11.63,29.95
340,13.01,13.56,27.88
350,11.42,15.26,25.19
360,9.43,16.39,22.54
370,7.28,17.66,20.09
380,5.2,18.25,17.19
390,3.95,17.94,14.15
400,3.33,16.9,11.66
410,3.0,16.3,9.9
420,2.84,15.47,8.37
430,2.94,14.23,7.12
440,3.23,12.89,6.17
450,3.42,11.39,5.6
460,3.49,10.78,5.39
470,2.96,10.62,4.27
480,2.05,10.2,2.19
490,1.26,9.14,-0.2
500,0.86,8.18,-2.18
510,0.69,6.83,-3.57
520,0.74,5.96,-4.25
530,1.06,5.3,-4.59
540,1.6,4.59,-4.77
550,2.26,3.44,-5.11
560,2.86,2.33,-5.29
570,3.51,1.26,-5.42
580,4.01,0.03,-5.47
590,4.11,-1.03,-5.37
600,3.78,-1.41,-5.0
610,3.33,-1.6,-4.84
620,2.84,-1.94,-4.85
630,2.49,-2.3,-4.79
640,2.22,-2.95,-4.5
650,2.09,-3.64,-3.88
660,1.99,-4.33,-3.14
670,1.88,-4.97,-2.55
680,1.63,-5.3,-2.09
690,1.53,-5.64,-2.02
700,1.47,-6.48,-2.11
710,1.58,-6.65,-2.16
720,1.64,-7.11,-2.43
730,1.49,-7.35,-2.39
740,1.34,-7.43,-1.9
750,1.27,-7.62,-1.1
760,1.36,-7.75,-0.11
770,1.5,-7.99,0.68
780,1.67,-8.33,1.34
790,1.7,-8.62,1.97
800,1.51,-8.98,2.47
810,1.07,-8.68,3.0
820,0.84,-8.53,3.16
830,0.68,-8.66,3.31
840,0.7,-8.69,3.49
850,0.99,-8.81,3.66
860,1.39,-8.99,3.98
870,1.73,-9.16,4.53
880,2.07,-9.07,5.13
890,2.28,-9.13,5.42
900,2.31,-9.36,5.38
910,2.29,-9.36,5.29
920,2.17,-9.33,5.12
930,1.98,-9.19,4.8
940,1.83,-9.1,4.31
950,1.74,-8.93,4.14
960,1.81,-8.78,4.26
970,1.97,-8.67,4.65
980,2.21,-8.62,4.95
990,2.36,-8.56,5.12
1000,2.42,-8.57,5.24
