timestamp,x,y,z
0,-1.21,-0.94,-4.75
10,-1.18,-0.46,-4.45
20,-1.13,0.01,-3.87
30,-1.07,0.56,-3.16
40,-0.97,1.03,-2.58
50,-0.91,1.61,-2.39
60,-1.21,1.83,-2.65
70,-2.09,2.13,-3.03
80,-3.24,3.09,-3.06
90,-4.37,4.44,-2.84
100,-5.2,5.96,-2.56
110,-5.75,7.02,-2.29
120,-6.04,7.98,-1.92
130,-6.11,8.81,-1.58
140,-5.72,9.48,-1.36
150,-5.43,9.79,-1.35
160,-5.72,10.11,-0.96
170,-6.22,11.36,0.11
180,-6.26,13.05,1.49
190,-6.22,13.66,2.6
200,-5.77,14.11,4.13
210,-5.24,13.92,6.14
220,-5.26,14.1,8.2
230,-5.38,14.78,10.91
240,-5.25,19.9,12.77
250,-4.78,19.5,14.17
260,-3.5,18.21,18.1
270,-1.55,18.3,24.22
280,-0.74,17.98,30.79
290,-0.08,17.49,36.07
300,-0.32,17.32,38.29
310,-0.15,19.83,37.94
320,2.98,22.71,36.63
330,9.64,22.88,37.32
340,18.27,18.71,41.63
350,26.31,13.0,47.26
360,30.28,8.88,49.14
370,29.75,6.69,45.96
380,26.4,6.29,40.56
390,22.52,5.64,34.94
400,19.33,4.83,30.48
410,17.63,3.81,28.8
420,15.81,2.94,28.6
430,13.64,3.39,28.41
440,11.95,4.75,28.53
450,12.12,6.64,30.36
460,13.18,8.26,32.51
470,13.67,9.98,33.04
480,13.21,11.88,31.27
490,12.18,13.62,28.44
500,11.0,15.44,26.22
510,10.31,17.25,25.71
520,10.36,18.51,26.17
530,10.31,19.17,26.24
540,9.54,19.62,25.28
550,8.01,20.43,23.29
560,6.28,21.12,20.33
570,4.69,21.5,17.4
580,3.4,21.33,15.03
590,2.06,21.23,13.24
600,0.6,21.1,11.34
610,-0.64,20.34,8.87
620,-1.52,18.77,6.31
630,-1.91,17.73,4.66
640,-1.89,16.62,3.85
650,-1.63,15.29,3.34
660,-1.24,13.89,2.66
670,-0.87,12.5,1.56
680,-0.5,10.93,0.4
690,-0.28,9.55,-0.89
700,-0.27,8.52,-2.31
710,-0.63,7.54,-3.97
720,-1.11,6.52,-5.26
730,-1.43,5.5,-6.23
740,-1.78,4.95,-6.44
750,-1.83,4.48,-6.05
760,-1.58,3.48,-5.36
770,-1.12,2.29,-4.41
780,-0.57,0.67,-3.39
790,-0.18,-0.4,-2.56
800,0.11,-1.03,-2.49
810,0.05,-1.87,-3.34
820,-0.3,-2.02,-4.46
830,-0.52,-1.99,-5.44
840,-0.34,-2.72,-6.36
850,-0.05,-4.04,-6.85
860,0.16,-4.99,-6.69
870,0.35,-5.94,-6.24
880,0.29,-6.6,-5.83
890,0.11,-7.02,-5.63
900,-0.14,-7.21,-5.57
910,-0.21,-7.35,-5.57
920,-0.17,-7.6,-5.33
930,0.06,-8.14,-4.9
940,0.29,-8.84,-4.32
950,0.44,-9.25,-3.64
960,0.58,-9.53,-3.18
970,0.68,-9.77,-2.77
980,0.75,-9.93,-2.36
990,0.8,-10.3,-1.98
1000,0.69,-10.7,-1.79
