timestamp,x,y,z
0,-3.22,-4.88,8.76
10,-3.21,-5.08,9.11
20,-3.27,-5.06,9.38
30,-3.32,-4.76,9.43
40,-3.45,-4.33,9.22
50,-3.57,-3.78,8.95
60,-3.54,-3.36,8.61
70,-3.29,-3.34,8.3
80,-2.93,-3.57,8.12
90,-2.5,-3.75,8.24
100,-2.05,-3.85,8.4
110,-1.58,-3.77,8.52
120,-1.01,-3.66,8.61
130,-0.24,-3.6,8.67
140,0.58,-3.69,8.7
150,1.51,-4.17,8.48
160,2.2,-4.87,8.01
170,2.41,-5.42,7.49
180,2.42,-5.16,7.34
190,2.75,-4.09,7.92
200,3.64,-3.41,8.86
210,4.83,-2.87,9.83
220,6.13,-2.52,10.3
230,7.49,-2.53,10.35
240,8.53,-2.55,10.3
250,9.1,-2.58,10.09
260,9.37,-2.45,9.66
270,9.27,-2.2,9.03
280,9.02,-1.94,8.2
290,8.85,-1.91,7.36
300,8.86,-2.22,6.73
310,9.17,-2.48,6.71
320,9.68,-2.47,7.76
330,10.01,-2.76,9.29
340,9.94,-3.18,10.58
350,9.35,-3.31,11.1
360,8.34,-3.14,10.69
370,7.23,-3.08,9.58
380,6.18,-3.29,8.28
390,5.38,-3.58,7.2
400,4.9,-3.94,6.46
410,4.59,-4.2,6.07
420,4.47,-4.33,6.05
430,4.46,-4.45,6.29
440,4.58,-4.55,6.64
450,4.85,-4.61,7.07
460,5.15,-4.72,7.29
470,5.44,-4.72,7.32
480,5.67,-4.66,7.09
490,5.86,-4.55,6.81
500,6.07,-4.33,6.59
510,6.47,-4.15,6.5
520,7.02,-3.91,6.52
530,7.63,-3.91,6.49
540,8.21,-3.86,6.35
550,8.7,-3.82,6.25
560,9.03,-3.87,6.23
570,9.31,-3.64,6.41
580,9.56,-3.01,6.83
590,9.88,-2.23,7.29
600,10.3,-1.78,7.66
610,11.05,-1.43,8.0
620,12.13,-1.13,8.2
630,13.01,-1.26,7.84
640,13.46,-1.62,6.67
650,13.42,-1.58,4.88
660,12.92,-1.25,2.8
670,12.0,-0.54,1.29
680,10.84,0.36,1.05
690,9.9,0.95,2.01
700,9.13,1.13,3.79
710,8.66,1.81,6.04
720,8.51,2.02,8.27
730,8.44,2.28,10.25
740,8.01,2.48,11.92
750,6.91,2.61,13.02
760,5.37,1.36,13.05
770,3.67,0.9,12.43
780,1.75,0.44,11.94
790,-0.42,-0.16,12.1
800,-2.6,0.0,12.9
810,-4.87,1.44,13.89
820,-7.02,3.32,15.0
830,-8.06,4.19,15.86
840,-8.3,3.08,17.0
850,-8.17,1.02,18.44
860,-7.88,-0.86,19.07
870,-7.78,-1.69,18.54
880,-7.75,-1.25,16.92
890,-7.6,-0.74,14.62
900,-7.33,-1.25,12.34
910,-7.23,-2.93,10.45
920,-7.6,-4.73,9.08
930,-8.4,-5.33,8.09
940,-9.35,-4.82,7.35
950,-10.09,-3.86,6.91
960,-10.39,-3.18,6.72
970,-10.11,-2.69,6.57
980,-9.22,-2.61,6.48
990,-7.87,-3.02,6.75
1000,-6.37,-3.6,7.31
