timestamp,x,y,z
0,1.49,-6.34,8.29
10,1.52,-6.25,8.29
20,1.58,-6.21,8.17
30,1.58,-6.22,7.95
40,1.55,-6.13,7.68
50,1.52,-6.11,7.42
60,1.56,-6.07,7.28
70,1.56,-5.98,7.22
80,1.58,-5.95,7.19
90,1.51,-5.87,7.19
100,1.39,-5.77,7.13
110,1.08,-5.73,6.97
120,0.67,-5.58,6.86
130,0.32,-5.41,6.82
140,0.05,-5.2,6.9
150,-0.09,-5.06,7.04
160,-0.13,-5.01,7.18
170,-0.11,-5.03,7.28
180,-0.16,-5.18,7.32
190,-0.38,-5.3,7.26
200,-0.69,-5.31,7.14
210,-1.23,-5.38,7.05
220,-1.88,-5.42,6.97
230,-2.52,-5.3,6.97
240,-3.13,-5.07,7.02
250,-3.61,-4.92,7.09
260,-4.02,-4.89,7.13
270,-4.52,-5.0,7.27
280,-5.04,-4.98,7.49
290,-5.6,-4.69,7.85
300,-6.05,-4.3,8.25
310,-6.39,-3.82,8.58
320,-6.59,-3.4,8.87
330,-6.62,-2.82,9.25
340,-6.33,-2.19,9.43
350,-6.04,-2.43,9.42
360,-5.67,-2.29,9.28
370,-5.23,-1.84,8.95
380,-4.68,-1.42,8.55
390,-4.13,-0.97,8.08
400,-3.45,0.01,7.68
410,-2.31,1.25,7.51
420,-0.86,2.16,7.56
430,0.78,2.71,7.85
440,2.45,3.03,8.28
450,4.46,3.33,8.97
460,7.01,3.68,10.27
470,9.77,3.01,11.91
480,12.28,1.35,13.13
490,13.49,0.34,13.31
500,13.93,0.47,12.31
510,13.68,0.67,10.82
520,13.37,0.61,9.53
530,13.19,0.18,8.67
540,13.11,-0.39,8.27
550,12.98,-0.97,8.2
560,12.84,-1.4,8.51
570,12.59,-1.58,9.09
580,12.22,-1.65,9.65
590,11.74,-1.88,9.95
600,11.15,-2.0,9.96
610,10.51,-2.04,9.73
620,9.81,-2.11,9.35
630,9.03,-2.17,8.88
640,8.25,-2.17,8.39
650,7.54,-2.13,8.12
660,6.97,-2.1,8.12
670,6.62,-1.93,8.44
680,6.49,-1.73,9.03
690,6.54,-1.59,9.73
700,6.65,-1.24,10.37
710,6.93,-0.67,10.88
720,7.46,-0.02,11.24
730,8.23,0.36,11.57
740,9.14,0.29,11.58
750,9.8,0.03,11.12
760,9.96,-0.13,10.18
770,9.62,-0.09,9.14
780,8.93,0.29,8.29
790,8.05,0.71,7.67
800,7.13,0.98,7.21
810,6.24,1.21,6.94
820,5.33,1.26,6.87
830,4.47,1.22,6.93
840,3.5,1.26,7.15
850,2.66,1.23,7.49
860,1.85,0.99,7.99
870,0.94,0.45,8.61
880,-0.13,-0.23,9.4
890,-1.32,-0.91,10.36
900,-2.67,-1.19,11.47
910,-4.04,-1.16,12.47
920,-5.28,-0.75,13.43
930,-6.41,-0.5,14.34
940,-7.01,-0.48,14.66
950,-7.34,-0.48,14.66
960,-7.32,-0.71,14.22
970,-6.8,-1.17,13.46
980,-5.82,-1.83,12.69
990,-4.58,-2.6,11.99
1000,-3.34,-3.2,11.38
