timestamp,x,y,z
0,-3.68,3.47,9.45
10,-2.39,4.06,9.05
20,-1.04,5.09,8.64
30,0.68,6.34,8.52
40,3.04,7.04,8.74
50,6.7,6.72,9.82
60,10.51,6.37,12.02
70,14.1,5.35,13.59
80,17.11,3.56,14.3
90,18.9,2.01,14.04
100,19.62,2.64,13.28
110,19.83,2.32,11.23
120,19.51,2.67,8.76
130,18.88,3.2,6.95
140,18.5,3.16,6.28
150,18.96,2.85,6.8
160,20.06,2.0,7.84
170,20.95,0.9,8.49
180,21.01,0.23,8.26
190,20.25,-0.31,6.81
200,19.18,-0.17,5.2
210,18.04,0.87,5.2
220,17.04,1.31,6.35
230,16.18,1.22,7.83
240,15.14,1.23,9.02
250,13.77,1.67,10.05
260,12.39,2.64,11.13
270,10.58,3.23,11.79
280,8.41,3.79,12.11
290,5.89,4.42,12.31
300,3.36,4.7,12.5
310,0.67,4.69,13.22
320,-2.35,4.31,14.24
330,-6.41,3.8,12.38
340,-10.61,4.26,17.08
350,-14.29,4.48,17.65
360,-18.37,4.62,16.77
370,-22.03,4.58,15.12
380,-24.93,4.02,13.46
390,-26.49,3.68,12.31
400,-26.74,3.83,11.87
410,-25.8,4.36,11.86
420,-23.65,4.75,12.04
430,-20.65,5.07,12.36
440,-17.45,5.12,12.61
450,-14.68,4.98,13.01
460,-12.26,5.05,13.76
470,-10.25,5.58,14.4
480,-8.85,6.21,14.44
490,-8.05,6.82,13.9
500,-7.48,7.4,12.93
510,-6.57,8.49,11.64
520,-5.35,9.93,9.91
530,-3.59,11.63,8.53
540,0.02,13.25,8.93
550,5.17,13.85,12.02
560,10.72,12.7,16.97
570,16.25,9.66,22.06
580,20.47,6.49,24.77
590,21.62,5.2,23.46
600,20.99,6.0,18.34
610,19.32,6.17,12.4
620,17.59,5.45,8.76
630,16.37,4.59,9.25
640,15.88,3.44,11.97
650,15.2,2.46,14.52
660,13.78,1.6,15.63
670,12.11,0.92,14.54
680,10.42,0.35,11.97
690,9.0,-0.34,9.12
700,7.84,-1.08,6.89
710,6.86,-1.75,5.5
720,6.0,-2.35,4.81
730,5.22,-2.76,4.79
740,4.43,-3.07,5.46
750,3.56,-3.2,6.53
760,2.66,-3.16,7.74
770,1.88,-2.97,9.02
780,1.19,-2.9,10.19
790,0.64,-2.74,11.17
800,0.22,-2.47,11.78
810,-0.13,-2.3,12.05
820,-0.34,-2.39,12.05
830,-0.39,-2.66,11.83
840,-0.39,-2.98,11.48
850,-0.46,-3.15,11.11
860,-0.58,-3.11,10.65
870,-0.64,-2.89,10.27
880,-0.56,-2.69,9.88
890,-0.29,-2.52,9.54
900,0.14,-2.41,9.33
910,0.67,-2.56,9.2
920,1.3,-2.92,9.24
930,1.9,-3.16,9.43
940,2.33,-3.21,9.62
950,2.57,-3.28,9.57
960,2.64,-3.09,9.39
970,2.71,-2.83,8.97
980,2.85,-2.57,8.43
990,3.21,-2.39,7.91
1000,3.82,-2.47,7.71
