timestamp,x,y,z
0,-10.54,0.46,12.93
10,-9.83,0.58,13.01
20,-8.64,0.27,12.88
30,-7.43,-0.45,12.2
40,-6.28,-0.46,11.03
50,-5.26,0.34,9.48
60,-4.08,0.92,7.62
70,-2.75,1.11,6.48
80,-0.96,1.94,6.33
90,0.89,2.28,6.08
100,3.3,2.99,5.99
110,6.0,3.05,5.77
120,8.67,3.23,5.57
130,11.97,2.89,6.05
140,15.84,2.51,6.76
150,19.15,1.31,6.78
160,21.71,1.37,8.76
170,22.21,-1.03,4.45
180,23.99,-0.94,-0.38
190,24.27,-0.37,-1.29
200,23.16,-0.07,0.79
210,22.18,-0.19,1.35
220,20.79,-0.36,0.56
230,19.39,-0.25,-0.44
240,18.17,0.13,-0.19
250,17.43,0.48,1.59
260,16.92,0.63,3.44
270,16.22,0.4,4.27
280,14.95,0.51,4.2
290,13.41,0.74,4.0
300,11.88,1.14,4.14
310,10.17,1.42,4.74
320,8.84,1.98,6.56
330,7.59,2.32,9.22
340,6.15,2.41,12.02
350,4.64,2.25,14.5
360,2.48,1.87,16.42
370,-0.38,0.58,17.86
380,-4.27,-1.23,18.89
390,-10.96,-2.68,19.13
400,-15.94,-0.53,17.64
410,-20.24,1.64,20.35
420,-24.02,3.54,20.67
430,-25.31,3.85,19.15
440,-23.93,1.26,17.2
450,-21.29,-1.73,15.04
460,-18.59,-3.18,13.03
470,-16.59,-2.19,12.6
480,-14.61,-0.42,13.28
490,-12.31,0.9,13.9
500,-9.97,1.38,13.47
510,-8.03,1.15,12.09
520,-6.68,1.32,11.51
530,-5.83,2.1,12.24
540,-5.37,3.16,13.57
550,-4.73,4.57,14.5
560,-3.32,5.84,14.39
570,-0.93,6.69,13.54
580,2.12,6.79,12.68
590,5.64,5.79,11.54
600,8.95,4.97,10.92
610,12.16,4.07,11.2
620,14.37,3.58,13.69
630,15.68,1.73,15.08
640,16.65,1.23,14.49
650,16.91,1.27,13.99
660,16.38,1.34,13.17
670,15.61,1.14,11.22
680,14.94,0.73,9.17
690,14.44,0.07,8.01
700,14.03,-0.6,7.43
710,13.78,-1.38,6.76
720,13.57,-2.13,5.98
730,13.2,-2.72,5.31
740,12.67,-3.17,4.76
750,11.93,-3.43,4.34
760,10.94,-3.46,4.16
770,9.96,-3.33,4.15
780,9.21,-3.35,4.38
790,8.63,-3.4,4.79
800,8.01,-3.46,5.3
810,7.63,-3.44,6.25
820,7.29,-3.73,7.38
830,7.01,-3.9,8.4
840,6.69,-4.02,9.18
850,6.22,-3.99,9.56
860,5.76,-3.81,9.55
870,5.42,-3.77,9.25
880,5.17,-3.92,8.82
890,4.94,-4.22,8.35
900,4.82,-4.68,8.13
910,4.54,-5.17,8.2
920,4.23,-5.3,8.73
930,3.82,-5.09,9.51
940,3.05,-4.9,10.01
950,2.49,-4.43,10.33
960,1.99,-3.96,10.49
970,1.76,-3.98,10.52
980,1.91,-4.28,10.52
990,2.25,-4.71,10.42
1000,2.54,-5.1,10.13
