timestamp,x,y,z
0,2.69,-4.47,8.33
10,2.9,-4.58,8.33
20,3.22,-4.54,8.3
30,3.52,-4.47,8.28
40,3.77,-4.45,8.22
50,4.16,-4.27,8.17
60,4.54,-4.13,8.15
70,5.03,-4.03,8.22
80,5.54,-4.04,8.32
90,6.06,-4.14,8.48
100,6.43,-4.45,8.51
110,6.48,-5.02,8.46
120,6.19,-5.74,8.2
130,5.59,-6.17,7.72
140,4.55,-6.32,6.97
150,3.05,-6.33,6.11
160,1.61,-5.65,5.4
170,0.26,-5.01,4.83
180,-1.34,-4.95,4.41
190,-3.23,-5.34,4.07
200,-5.07,-5.14,3.98
210,-6.59,-3.7,4.41
220,-7.75,-1.07,5.39
230,-8.82,1.73,7.03
240,-10.06,3.63,9.35
250,-11.94,4.79,13.1
260,-12.0,5.58,15.78
270,-12.01,6.07,18.89
280,-11.62,6.24,21.48
290,-10.67,6.35,23.01
300,-9.37,6.5,23.11
310,-7.73,7.0,21.8
320,-5.65,7.62,19.24
330,-3.6,7.92,16.56
340,-1.44,7.93,13.92
350,0.84,7.97,11.38
360,2.96,7.99,9.24
370,5.14,8.21,7.69
380,7.66,8.65,6.88
390,10.31,8.39,6.82
400,13.03,7.41,7.6
410,15.51,5.67,8.75
420,18.05,4.27,9.72
430,20.53,3.93,10.28
440,22.68,4.52,10.46
450,24.74,5.74,10.53
460,26.89,6.47,10.65
470,28.47,5.65,10.84
480,28.98,3.63,10.97
490,28.73,1.98,10.51
500,27.83,1.65,9.15
510,25.85,2.05,7.06
520,23.3,2.45,5.39
530,20.76,2.77,4.76
540,18.61,3.29,5.14
550,16.68,3.82,6.28
560,15.06,4.54,7.84
570,13.44,4.96,9.77
580,12.05,5.19,11.46
590,10.18,4.85,12.83
600,8.3,4.92,13.83
610,6.04,5.04,14.79
620,2.93,4.36,15.15
630,-0.8,4.25,15.31
640,-4.2,5.36,15.34
650,-8.54,7.14,16.37
660,-10.62,8.09,16.24
670,-12.83,8.11,17.98
680,-14.04,7.35,19.94
690,-14.57,6.1,21.53
700,-15.59,4.96,22.18
710,-17.42,5.39,21.76
720,-19.17,7.42,21.08
730,-19.57,9.43,21.07
740,-17.99,9.92,21.82
750,-14.73,9.19,22.15
760,-11.15,8.27,20.85
770,-8.56,7.39,18.0
780,-7.3,6.85,14.32
790,-6.93,7.09,10.8
800,-6.84,7.52,8.36
810,-6.46,8.02,7.46
820,-5.7,8.83,7.57
830,-4.19,10.57,8.03
840,-1.99,12.44,8.77
850,1.18,13.71,9.77
860,5.38,14.12,11.35
870,10.21,13.5,13.26
880,15.2,12.05,15.09
890,19.58,10.13,16.33
900,22.7,7.92,16.52
910,24.39,6.51,15.94
920,25.33,6.32,14.91
930,25.66,5.91,13.74
940,25.5,4.33,12.64
950,24.88,2.17,11.41
960,23.57,0.27,9.72
970,21.57,-0.81,7.61
980,19.09,-1.18,5.87
990,16.59,-1.27,4.93
1000,14.39,-1.48,4.92
