timestamp,x,y,z
0,2.33,-5.39,5.25
10,2.61,-5.73,6.81
20,2.96,-5.21,9.35
30,3.33,-3.94,12.38
40,3.66,-2.25,15.52
50,3.58,-0.2,18.83
60,3.18,2.69,22.31
70,2.97,6.25,24.78
80,4.3,9.26,24.34
90,5.78,10.77,21.58
100,6.73,10.94,15.55
110,8.69,9.38,8.9
120,10.32,7.38,2.47
130,10.73,6.21,-3.88
140,9.49,5.34,-8.57
150,9.17,4.07,-8.59
160,10.57,1.53,-5.04
170,10.92,-1.4,-0.43
180,10.79,-5.95,4.45
190,10.1,-11.98,8.2
200,8.63,-17.84,9.53
210,7.93,-22.92,7.56
220,7.56,-23.39,4.97
230,8.51,-20.35,4.32
240,9.72,-16.31,6.11
250,10.49,-13.23,9.88
260,11.19,-11.61,13.78
270,11.07,-8.81,16.29
280,10.01,-5.64,18.34
290,6.86,1.46,18.95
300,6.27,4.7,20.95
310,8.98,5.74,27.31
320,7.66,4.46,30.05
330,6.97,5.08,29.66
340,7.44,7.81,26.28
350,7.79,10.95,20.54
360,8.11,14.47,15.34
370,9.06,15.42,10.92
380,9.73,13.81,8.06
390,9.48,12.33,6.29
400,8.46,9.74,4.55
410,8.39,7.87,4.08
420,9.49,6.7,4.04
430,10.22,5.58,2.25
440,10.66,4.36,-1.35
450,10.7,3.11,-5.29
460,9.61,0.6,-7.39
470,8.99,-1.75,-5.96
480,8.77,-5.06,-2.07
490,8.57,-9.17,2.79
500,8.43,-12.73,6.37
510,8.81,-16.52,7.56
520,9.4,-19.5,6.59
530,9.63,-21.03,4.86
540,10.3,-20.94,3.9
550,11.92,-19.34,5.01
560,13.26,-16.35,7.9
570,13.96,-13.34,11.9
580,13.64,-10.57,15.72
590,12.42,-7.97,18.54
600,9.96,-5.77,20.53
610,7.36,-1.22,22.23
620,5.28,3.92,22.49
630,9.32,1.64,29.86
640,6.55,3.36,27.32
650,5.11,6.91,22.95
660,6.3,5.04,20.35
670,6.19,5.09,17.85
680,6.86,6.08,16.27
690,7.42,6.75,15.08
700,7.75,8.34,13.86
710,7.83,9.52,13.05
720,8.29,10.63,12.65
730,9.17,10.32,11.6
740,10.5,8.05,9.32
750,11.65,5.65,6.12
760,11.76,4.22,2.45
770,10.82,3.63,-0.76
780,9.86,3.53,-3.37
790,8.69,2.79,-5.22
800,7.68,1.53,-5.01
810,7.05,0.59,-2.78
820,7.31,-0.67,-0.53
830,7.52,-1.88,0.82
840,7.84,-3.14,2.2
850,7.97,-3.87,4.04
860,8.19,-4.45,6.04
870,9.01,-6.97,7.73
880,9.67,-11.47,8.26
890,9.36,-15.11,8.02
900,9.03,-17.65,7.14
910,9.04,-17.93,6.92
920,9.06,-16.42,7.65
930,10.35,-14.41,9.95
940,11.68,-12.13,13.75
950,11.6,-10.0,17.21
960,10.59,-8.18,18.79
970,9.17,-7.67,17.87
980,7.77,-8.02,14.79
990,6.44,-7.77,11.71
1000,5.39,-6.17,9.25
