timestamp,x,y,z
0,9.76,7.73,14.09
10,11.2,5.41,10.89
20,11.73,3.84,7.82
30,11.67,2.97,3.3
40,10.35,2.86,-1.76
50,9.27,4.13,-5.98
60,7.05,5.4,-9.35
70,6.29,4.99,-9.99
80,7.63,3.02,-7.16
90,8.35,-0.98,-2.52
100,8.71,-6.62,2.94
110,8.76,-12.38,7.31
120,7.5,-17.03,7.52
130,7.14,-21.25,4.92
140,7.87,-23.56,2.64
150,9.08,-23.33,2.32
160,11.02,-21.33,3.65
170,12.86,-17.72,6.38
180,13.32,-13.43,10.6
190,13.1,-9.2,15.29
200,12.12,-6.11,18.96
210,10.43,-4.05,22.13
220,9.04,-2.38,25.45
230,8.31,-0.74,28.09
240,8.27,0.6,28.68
250,8.23,2.2,27.15
260,8.13,4.68,23.74
270,8.04,8.34,19.76
280,6.51,14.88,16.25
290,6.68,18.54,15.95
300,7.85,16.17,16.92
310,8.84,12.23,16.79
320,9.93,9.92,14.14
330,10.99,7.32,8.58
340,10.9,4.45,2.75
350,9.93,2.4,-1.2
360,8.9,2.09,-4.25
370,7.77,2.99,-6.94
380,7.11,3.45,-8.69
390,6.67,4.34,-9.11
400,7.33,2.82,-6.52
410,8.71,-0.2,-2.05
420,9.66,-5.86,2.38
430,10.0,-12.38,4.4
440,9.34,-18.7,4.85
450,9.28,-23.82,5.34
460,10.07,-26.44,6.84
470,11.38,-25.05,8.19
480,13.79,-21.36,11.86
490,14.34,-15.25,17.26
500,13.07,-9.18,21.24
510,11.73,-4.72,24.17
520,10.09,-2.17,26.63
530,8.69,-1.3,27.51
540,7.93,-0.65,26.36
550,7.42,1.02,25.15
560,7.35,4.55,24.22
570,6.23,13.49,19.92
580,7.47,15.57,18.07
590,7.78,15.06,18.86
600,8.08,13.05,18.39
610,9.12,14.02,16.57
620,9.33,13.34,13.92
630,10.13,10.92,11.66
640,11.36,8.99,9.05
650,11.44,6.96,5.18
660,10.48,5.11,0.58
670,9.38,3.79,-2.9
680,8.71,3.21,-4.43
690,8.77,3.13,-5.44
700,9.04,1.13,-6.03
710,9.22,-1.41,-4.85
720,8.94,-5.04,-2.5
730,9.02,-9.76,0.4
740,9.14,-14.29,2.09
750,8.6,-19.47,1.39
760,8.59,-24.77,1.19
770,9.39,-28.2,2.79
780,11.56,-28.1,5.03
790,14.51,-24.26,7.3
800,16.15,-18.68,10.08
810,15.96,-12.99,13.25
820,14.83,-7.46,16.57
830,12.47,-2.73,19.63
840,10.43,0.15,23.23
850,8.87,0.42,25.89
860,7.45,-0.39,26.04
870,7.0,0.21,24.98
880,6.77,1.93,23.65
890,5.32,7.93,21.1
900,6.47,10.19,18.48
910,7.81,9.75,19.54
920,6.99,11.23,18.95
930,6.85,13.18,17.95
940,7.87,13.07,16.57
950,9.76,11.43,14.08
960,10.98,9.67,10.65
970,11.24,7.54,6.79
980,10.62,6.36,3.07
990,9.52,6.28,0.74
1000,9.24,5.63,-1.0
