timestamp,x,y,z
0,2.21,1.74,9.3
10,2.36,1.99,8.75
20,2.65,2.39,7.73
30,3.08,3.45,6.21
40,3.43,4.87,4.62
50,3.89,5.8,3.57
60,4.65,5.62,3.65
70,5.48,4.74,3.97
80,6.23,2.32,3.9
90,6.43,-1.88,2.85
100,6.58,-6.3,1.62
110,6.47,-9.9,1.0
120,6.18,-12.22,1.26
130,5.86,-13.08,2.96
140,5.75,-13.14,5.56
150,5.6,-13.05,7.03
160,5.46,-13.25,7.58
170,5.81,-12.79,7.74
180,5.8,-12.29,8.73
190,5.89,-11.66,10.16
200,5.79,-10.85,11.3
210,5.56,-10.18,11.75
220,5.31,-9.88,11.62
230,5.03,-9.61,11.85
240,4.84,-9.29,13.17
250,4.85,-8.28,15.6
260,4.97,-6.69,18.1
270,4.93,-5.3,19.91
280,4.67,-4.13,21.32
290,4.39,-3.06,22.66
300,4.48,-1.56,23.6
310,4.42,0.08,22.8
320,4.33,1.66,20.37
330,3.92,3.15,17.17
340,3.76,4.24,14.42
350,3.55,5.16,12.79
360,3.48,6.56,12.38
370,3.1,8.24,12.87
380,4.02,9.44,13.83
390,3.88,8.74,14.2
400,7.61,0.52,-12.13
410,4.93,6.72,17.24
420,6.61,8.14,20.7
430,5.24,4.63,12.9
440,6.16,1.41,6.73
450,6.74,-0.81,1.6
460,6.32,-1.28,-0.79
470,6.85,-1.11,-0.75
480,7.25,-1.32,-1.14
490,6.74,-1.1,-1.87
500,5.96,0.11,-1.13
510,5.59,1.56,1.74
520,5.9,2.14,5.22
530,6.77,1.5,6.74
540,7.53,-0.66,5.96
550,7.75,-3.87,4.1
560,7.18,-7.09,1.99
570,6.65,-9.42,1.39
580,6.53,-11.19,2.04
590,6.44,-11.96,2.92
600,6.97,-11.31,5.62
610,6.56,-9.26,8.15
620,6.63,-8.36,10.54
630,6.69,-7.62,12.58
640,6.68,-8.52,14.69
650,6.57,-9.76,15.91
660,6.12,-10.74,15.88
670,5.65,-10.74,16.02
680,5.03,-8.29,18.11
690,4.85,-5.16,20.16
700,4.75,-3.37,20.19
710,4.27,-3.24,18.25
720,3.84,-4.03,15.57
730,3.62,-4.79,13.63
740,3.33,-4.72,13.63
750,2.88,-2.75,15.31
760,3.1,0.64,17.68
770,3.3,3.79,19.58
780,3.36,4.87,19.44
790,3.6,4.41,17.31
800,3.51,4.13,15.01
810,3.26,4.93,14.39
820,3.62,6.39,14.88
830,4.12,6.11,14.0
840,4.08,4.88,12.87
850,4.13,3.78,12.2
860,3.93,2.55,10.73
870,3.65,1.84,9.53
880,3.97,1.02,8.24
890,4.05,-0.07,6.33
900,3.81,-0.4,4.26
910,3.58,-0.31,3.12
920,3.67,-0.18,2.7
930,3.84,-0.12,2.3
940,3.96,0.67,1.99
950,4.01,1.87,1.9
960,4.32,2.66,2.51
970,4.47,3.1,3.66
980,4.71,1.82,5.03
990,5.08,-0.59,5.64
1000,5.38,-3.76,5.41
