timestamp,x,y,z
0,5.38,1.59,16.6
10,5.57,4.48,18.43
20,5.82,6.82,18.56
30,6.1,9.47,16.84
40,6.08,11.74,13.73
50,6.92,11.55,10.55
60,8.29,10.32,7.19
70,9.15,8.16,2.97
80,9.6,5.44,-1.04
90,9.15,1.93,-3.0
100,9.24,-0.33,-2.65
110,9.27,-1.65,-1.18
120,8.63,-4.32,-0.11
130,7.58,-8.08,1.99
140,6.71,-12.87,4.67
150,6.79,-17.16,4.13
160,7.18,-17.46,1.14
170,8.07,-14.88,-1.4
180,9.29,-12.95,-1.8
190,10.1,-11.29,0.27
200,11.56,-9.78,3.96
210,12.19,-8.48,8.69
220,12.07,-7.23,12.84
230,12.2,-5.35,15.97
240,11.24,-3.33,18.15
250,9.92,-2.59,19.78
260,8.84,-2.96,23.0
270,9.24,-2.89,26.99
280,8.09,1.66,26.53
290,5.54,6.89,21.38
300,11.22,8.68,24.49
310,11.48,5.15,25.3
320,10.35,5.61,21.66
330,10.8,6.52,17.56
340,11.4,7.0,13.35
350,10.55,9.1,11.65
360,10.07,11.56,11.67
370,10.41,12.27,10.68
380,11.09,11.81,7.95
390,11.25,11.5,3.78
400,10.81,9.9,-1.33
410,10.39,7.7,-5.85
420,9.31,7.04,-8.72
430,8.21,7.18,-8.66
440,8.7,6.92,-6.35
450,10.0,5.44,-3.57
460,10.59,1.65,-0.84
470,10.14,-3.04,2.28
480,10.41,-8.53,4.49
490,10.64,-14.24,5.53
500,10.35,-18.95,5.68
510,10.43,-22.01,5.64
520,11.08,-23.04,6.21
530,12.16,-20.98,7.44
540,13.18,-17.18,9.35
550,13.57,-13.83,12.49
560,13.83,-10.51,15.28
570,13.94,-7.43,16.14
580,12.66,-4.83,16.44
590,11.37,-2.87,18.27
600,10.53,-1.81,21.72
610,9.56,1.28,23.39
620,7.09,8.22,20.36
630,10.92,8.14,25.53
640,8.56,7.76,25.82
650,7.06,9.04,22.06
660,8.69,7.4,20.3
670,9.32,6.69,18.22
680,9.97,5.75,16.03
690,10.86,5.6,13.57
700,10.78,6.0,11.13
710,9.9,8.36,9.89
720,9.17,11.95,9.81
730,8.9,14.83,8.65
740,10.38,15.21,6.73
750,12.3,12.17,3.46
760,13.14,7.99,-1.24
770,12.54,3.91,-6.04
780,11.18,0.57,-8.71
790,10.44,-1.43,-7.94
800,10.1,-4.06,-4.54
810,10.19,-8.45,-0.01
820,9.83,-13.39,3.85
830,9.34,-18.53,4.99
840,7.1,-20.93,3.65
850,5.56,-20.47,1.39
860,6.86,-20.16,0.02
870,9.67,-17.97,1.17
880,12.68,-14.26,5.23
890,15.56,-10.71,10.69
900,15.9,-7.82,14.82
910,15.19,-5.83,16.72
920,13.97,-3.93,17.98
930,11.48,-1.81,19.18
940,9.66,-1.06,20.7
950,7.38,1.9,19.54
960,5.74,5.59,16.02
970,7.07,8.78,22.0
980,7.49,7.89,25.57
990,8.12,3.41,21.35
1000,7.0,2.26,19.34
