timestamp,x,y,z
0,1.6,-3.79,9.54
10,1.64,-3.85,9.85
20,1.59,-4.09,9.92
30,1.51,-4.13,9.97
40,1.48,-4.23,10.02
50,1.46,-4.19,10.05
60,1.47,-4.2,9.98
70,1.44,-4.13,9.78
80,1.43,-4.07,9.6
90,1.39,-4.08,9.58
100,1.32,-3.8,9.82
110,1.24,-3.42,10.35
120,1.17,-3.17,10.65
130,1.1,-2.85,10.67
140,1.01,-2.43,10.75
150,0.92,-1.68,11.11
160,0.81,-0.51,11.88
170,0.83,0.74,12.39
180,0.89,1.35,12.25
190,1.06,1.55,11.61
200,1.09,1.52,10.75
210,1.13,1.47,9.88
220,1.2,1.51,8.89
230,1.22,1.7,8.07
240,1.46,2.34,7.19
250,1.7,3.3,6.54
260,1.96,3.88,5.94
270,2.51,4.09,5.39
280,2.98,3.49,5.42
290,3.5,1.77,5.85
300,3.88,-0.54,6.5
310,4.34,-3.19,7.08
320,5.04,-6.67,8.1
330,3.62,-9.93,7.37
340,3.01,-12.87,6.49
350,3.55,-15.51,6.14
360,4.55,-17.01,4.98
370,5.64,-17.03,4.04
380,6.71,-16.18,4.3
390,7.65,-15.11,6.76
400,8.0,-12.75,10.83
410,7.99,-9.61,15.59
420,7.08,-5.96,20.61
430,6.44,-2.04,24.56
440,5.74,0.56,25.98
450,4.71,1.17,24.28
460,4.46,0.74,21.21
470,4.59,0.86,18.09
480,4.53,2.32,15.36
490,3.99,5.18,14.28
500,4.25,8.3,14.73
510,4.66,10.5,15.06
520,4.58,10.99,14.04
530,4.64,9.34,12.43
540,4.98,6.91,10.91
550,5.01,5.64,9.63
560,5.23,5.07,8.29
570,5.43,4.45,6.42
580,5.48,3.56,3.99
590,5.53,2.38,1.84
600,5.7,0.89,0.0
610,7.46,-2.23,0.89
620,6.91,-2.03,0.38
630,7.33,-4.81,0.33
640,7.72,-9.5,2.06
650,7.21,-13.72,4.0
660,5.76,-18.81,5.45
670,3.87,-23.96,5.39
680,3.7,-25.48,4.34
690,6.19,-21.98,3.9
700,8.14,-13.23,5.3
710,9.09,-6.75,8.2
720,8.5,-3.76,9.9
730,8.16,-4.0,11.94
740,8.16,-5.09,14.92
750,7.22,-4.75,17.29
760,5.61,-2.97,19.34
770,4.79,-1.05,21.58
780,4.48,0.08,22.59
790,3.9,-0.13,22.15
800,3.58,-0.09,21.81
810,3.7,-0.12,20.75
820,4.14,0.02,18.48
830,4.3,0.83,15.41
840,3.75,3.27,12.53
850,3.64,5.37,10.95
860,3.45,7.17,11.14
870,3.92,9.08,12.11
880,4.42,9.15,11.83
890,4.15,6.85,10.27
900,4.43,4.55,8.76
910,4.32,2.27,6.27
920,4.78,1.02,4.71
930,5.0,0.76,4.54
940,4.76,-0.75,4.65
950,5.9,0.16,4.57
960,5.19,2.43,1.35
970,5.75,1.67,-0.39
980,6.3,1.88,0.08
990,6.44,0.73,1.55
1000,6.58,-2.2,4.58
